Text,Cluster,Total
climate change warming emission greenhouse gases carbon dioxide study pollution haven pollution halo kuznets number countries period outcomes urbanization product capita energy consumption investment inflow effects product investment square tourism effects emissions carbon dioxide findings validity kuznets pollution haven pollution halo hypothesis countries results rationality kuznets hypothesis pakistan bangladesh india china indonesia korea japan malaysia vietnam singapore pollution haven hypothesis bangladesh china indonesia japan pakistan singapore pollution halo hypothesis bangladesh china indonesia japan pakistan singapore authors licence springerverlag gmbh germany nature,0,146
sea level rise southeast indian ocean seio exerts threats coasts mechanisms sea level rise datasets model results study investigates sea level rise seio midtwentieth century role ocean salinity rate decade21 contributions halosteric thermosteric components salinity effect subsurface trend insights decomposition temperature salinity changes heaving displacements surfaces temperature salinity change subsurface trend mode property modifications mode water samw water aaiw indian ocean acceleration ssl decade21 thermosteric component decade21 heaving mode ekman downwelling surface winds radiation greenhouse gas warming depression surfaces ssl thermosteric effect study complexity sea level rise climate role ocean salinity american society,0,146
climate report land ocean temperature rate degrees celsius decade warming earth carbon dioxide greenhouse gases decades countries indonesia era greenhouse gases warming system carbon dioxide shelter detail sources research sensor lcs areas supplement systems level carbon gas observation greenhouse gas warming system carbon dioxide gas concentration carbon dioxides gas system ndir sensor temperature humidity sensors parameters carbon dioxide concentration microcontroller unit system sensors database firebase iot platform system sensor rmse correction28 comparison reference instrument authors,0,146
discard oil palm trunk fruit bunch greenhouse gases palm wastes biofuels carbon reduction impacts densification process carbon emission quantification studies greenhouse gas protocol significance systems carbon emissions life cycle assessment despite prospect methodologies limitations carbon emissions quantification study methodologies emissions life cycle perspective framework life cycle assessment greenhouse gas protocol carbon emissions oil palm trunk fruit bunch densification cradletogate pellet plants indonesia malaysia emissions emission scopes scope scope greenhouse gas protocol emissions life cycle assessment pellet plants co2eqtonnepellet hour scope emissions emission scope emissions wastewater production fuel combustion washing equipment co2eqtonnepellet hour co2eqtonnepellet hour hotspots pellet plants fruit bunch pellets emissions fruit bunch fruit bunch pellet oil palm trunk pellet coal coal usage cop26 pledge study insights carbon emissions framework reference life cycle carbon footprint studies biomass densification process,0,146
paper factors vulnerability co2 emissions options adaptation climate change countries stirpat model methodology causes carbon dioxide emissions regions agricultureforestry human development index power co2 emissions countries income capita carbon emissions subsaharan africa countries population growth co2 emissions countries countries estimation results level co2 emissions countries countries regions example economy effects co2 emissions copyright inderscience enterprises ltd,0,146
transport nmt transportation form transportation impact transportation activities motor vehicle emissions greenhouse gas emissions warming climate change form transportation research priority transport nmt facilities makassar city pedestrian paths research location losari beach area rotterdam areas activities people makassar city research pedestrian paths availability comfort level likert scale comfort levels hierarchy process ahp pedestrian path development priorities results transport nmt facilities pedestrian paths makassar city utilization institute physics rights,0,146
study application wastewater treatment technology fishprocessing industry dearth information wastewater indonesia site surveys fishprocessing industry country dissemination rate wastewater treatment facilities approach realscale technology sbt system anaerobic reactor sbt abrsbt processing factory bali indonesia wastewater system process performance scenario oxygen demand load greenhouse gas ghg emissions wastewater fishprocessing industry tons year tons co2 year hand ghg emissions scenarios sbt system abrsbt system tons year wastewater treatment fishprocessing industry pollution loads ghg emissions hohai university,0,146
paper collaboration quality performance sugar company stakeholders farmers distributors sustainability assessment factors model sugar supply chains multistakeholders integration quality function deployment qfd network process fanp data analysis dea efficiency score stakeholder evaluation collaboration behaviour factors input collaboration activities sustainability aspects revenue green house gas ghg emissions impact analysis scenarios scenario data scenario projection data result behaviour factor collaboration activities commitment behaviour factors power adaptation scenario efficiency benchmarking condition improvement scenario research limitationsimplications result study sugar supply chain sustainability variables study variables aspects assessment process implications result study stakeholder improvement supply chain ssc practices improvement stakeholder system implications smallholders sugarcane farmers significance collaboration behaviour benefits resources paper arranges contribution assessment methods sugar supply chain account aspects assessment process sugar supply chain novelty paper emerald publishing,0,146
issues transportation logistics industry stakeholder attention aviation freight stakeholders port industry attention emissions cost issues sectors supply chains biomass supply chain sectors literature gap study synergy model costmass flow particulate matter emissions air pollutants transportation palm oil biomass supply chain producers palm oil total sea routes malaysia indonesia export markets europe asia analysis freight categories mediumweight sizes capacity types container ships unit teu findings dependency greenhouse gas ghg emissions level factors technology size mass flow container ships results relationship ghg type container ship view ship teu ghg emissions term results port industry stakeholders understanding energy policies strategies cost carbon fuels technologies,0,146
aquaculture food nutrition security development aquaculture production systems concerns resource overexploitation impacts aquaculture practice impacts development goals time foodenergywatercarbon fewc sustainability index sustainability aquaculture countries results sustainability aquaculture score sustainability score aquaculture way subsustainability sector level countries sectors fewc zone score impacts aquaculture production energy use km3 water consumption tonnes greenhouse gas emissions china countries half aquaculture water consumption greenhouse gas emissions india indonesia study significance management aquaculture sustainability,0,146
nutmeg spice product indonesia study impact climate change indonesia production nutmeg banda neira island outputs highresolution climate models concentration rcp26 rcp45 rcp85 framework model intercomparison project climate output evaluations southeast asia domain representation structure rainfall temperature climatology ensembles model behaviour rainfall temperature model experiments climate increase nutmeg production study changes number days days rainfall events temperature temperature range heatwave spells prolongation period climate nutmeg production analysis model climate study increase nutmeg production regression model conditions growth production quality nutmeg climate production condition people indonesia study climate laws policies levels greenhouse gas emissions impact climate change society,0,146
study impact environment production tofu life cycle assessment method tofu processing industry south konawe regency indonesia research location research subjects parties research industry voters object study tofu processing life cycle assessment lca method data collection interview documentation methods results greenhouse gases ghg emissions life cycle tofu products co2eq emission value input inventory transportation stage extraction soybean materials cause tofu products emissions inventory scenario improvement transportation stage fuel oil bbm gas fuel bbg truck pickup motorbike transportation improvement scenarios tofu processing stage utilization tofu liquid waste biogas furnace boiler electricity consumption washing soybeans application alternatives potential greenhouse gases ghg khon kaen university research technology transfer affairs division rights,0,146
infrastructures agenda development goals program toll road construction indonesia form government effort program study toll road construction indonesia toll road construction indonesia tons greenhouse gasses emission implementation concrete way construction projects issues study condition use toll road construction project factors implementation concrete strategy implementation concrete result implementation study toll road construction projects indonesia group factor implementation concrete toll road construction project indonesia licence iop publishing ltd,0,146
background transformation food systems diets countries diet food supply comparison nutrition health affordability goals objectives indonesias food utilization diets value cost diets order health goals eatlancet planetary health diet goals methods scenarios eatlancet content cost greenhouse gas emissions ghge water footprints food balance sheet indonesia household income expenditure survey household food expenditure food composition life cycle assessment food losses trade data diversity scenarios consumption deficiencies indonesias burden forms malnutrition intake targets nutrient diets eatlancet diet diets ghge scenario indonesia countrys diet food chain diet ghge target eatlancet commission content nodairy diet fishandpoultry diets eatlancet diets animalsource foods costs diets food expenditure scenario goals consumption rice foods food production trade processing diversification biofortification impacts consumer demands foods data tools scenarios goals authors,0,146
research impacts value chain plastics disposal phase environment health production plastics health impacts carbon health footprint plastics growth plastics production economies emissions half carbon health footprint carbon footprints chinas transportation indonesias electronics industry construction sector plastics greenhouse gas emissions coal electricity plastics production european union united states plastics economies workforce plastics european union united states value regions steps plastics production economies energy investments plastics value chain production consumption plastics authors,0,146
hydrothermal vent complexes volumes greenhouse gases past warming vent structures geohazards atlantic thousands hydrothermal vent complexes maximum indonesia erupting system displacement people order hydrothermal venting systems hydrothermal vent midnorway reflection data eruption neighboring structure reflection data borehole data field observations venting structures planview kilometers diameter profiles beds conduits hydrothermal vent midnorway vent fill facies units facies units unconformity events vent fill hydrothermal fluids fluidization mudrich sediments vent interpretation body conduit venting structure widening conduit structure changes dynamics fluids hostrock hydrothermal venting systems midnorway result transport eruption sediments,0,146
climate catastrophe effects earth system processes boundaries crisis food system years food systems food nutrition security study method contributions cessation climate crisis nations greenhouse gas ghg emissions food systems boundaries climate change study nations development index hdi categories income groups locations share overshoot emissions responsibility world country increase overshooting ghg emissions food system group countries brazil china indonesia usa overshoot liability countries economies hdi groups asia south america countries india china democratic republic congo share responsibility years countries world africa europe asia overshooters studys food systems decarbonization limits recommendations research academics governments policymakers food system food system whilst food nutrition security development goal sdg authors,0,146
education knowledge skills attitudes behaviors education study seventhgrade students conceptions climate change warming greenhouse effect research schools region yogyakarta indonesia data questionnaires students concepts result students behaviors warming use fossil fuels deforestation use aerosols air pollution activities greenhouse effect ozone layer warming warming impact earths ocean soil air plants animals humans weather season students thoughts activities warming individuals health risks food preservation conservation actions greenhouse gases ghgs warming problems research implementation education climate change issues students conceptions actions sustainability association geoscience teachers,0,146
study effects strategy capital consciousness carbon management accounting adoption culture variable study approach questionnaires respondents management positions companies stock exchange linear regression analysis pls tool research strategy effect capital effect carbon management accounting adoption consciousness effect culture relationship strategy capital consciousness carbon management accounting adoption contribution research dimensions indicators adoption carbon management accounting context carbon management accounting adoption implementation strategy development resources knowledge climate change issues evidence stakeholders efforts corporations greenhouse gas emissions witpress rights,0,146
indonesia smallscale plastic recycling businesses waste recycling business practice waste recycling countries attention environment energy material process andusti simpari company city smallscale plastic waste recycling companies problems use labor inefficient energy lack waste management potential eutrophication greenhouse gases form co2 warming study impact eutrophication warming gwp businesses life cycle assessment lca method cradle lca smallscale plastic waste recycling plasticday production capacity lca analysis plastic kgco2eq pollutants warming gwp eutrophication po4 licence iop publishing ltd,0,146
research sampean baru watershed bondowosositubondo regency indonesia disaster management agency bnpb watershed area level drought condition impact peoples warming years drought assessment decision study drought circulation model data gcm data climate change scenarios representatives concentration pathway results assessment reportintergovernmental panel climate change ipccar5 report gcm data coarseresolution climate parameters techniques rainfall data resolution scale rainfall data soil water assessment tools discharge sampean baru watershed runoff index sri method discharge input data drought severity results drought severity sri accuracy predictions drought future drought prediction results greenhouse gas concentrations earths scenarios influence intensity drought events areas scenarios climate change temperature increase rcp effect severity drought authors licence nature,0,146
agreements community indonesia risks impacts climate change indonesias contributions ndcs achievement conventions goals greenhouse gas ghg emissions climate resilience commitment range actions use timber despite fact wood carbon information size wood utilisation subsectors contribution ghg emissions research magnitude wood products contribution climate change mitigation study carbon wood building material purposive sampling cities housing development jakartas capital city bekasi district east jakarta city depok city bogor district carbon wood energy dispersive xray analysis results wood door frames door window frames shutters vents carbon components housing unit calculation weight range edxs carbon analysis increase housing needs units year potential tons carbon lifespan products authors mdpi basel switzerland,0,146
forest conservation greenhouse gas emissions ecosystems channels conservation activities livelihoods regions policies development end labor supply data indonesia matching strategy impacts forest conservation policy forest moratorium labor predictions model evidence moratorium employment transformation sector evidence household expenditure moratorium despite moratorium deforestation forest degradation boundaries areas increases employment conservation policys work insights conservation policies policies indonesia resourcedependent economies challenges growth conservation economics association,0,146
fisheries industry carbon footprint cfp center fisheries research research cfp longline lines tuna fisheries palabuhanratu fishing port port bases tuna longlines lines fishing fleets indonesia fma ocean port availability adequacy data cfp tuna longline lines boats research cfp tuna fisheries fisheries lines estimate greenhouse gases procedures tier emission factor analysis cpf types tuna fisheries palabuhanratu years kgco2eqkg fish institute physics rights,0,146
world warming causes greenhouse gas ghg emissions reasons disclosure ghg emission information accounting research areas research countries findings sense study ghg disclosure characteristics firms determinants ghg emission disclosure country indonesia study role governance structure board commissioners effectiveness audit committee effect characteristics ghg emission disclosure sample firmsyears companies indonesia stock exchange results equation plssem structure board commissioners indicators independence women representation number members board commissioners leverage effect ghg emission results moderation test effectiveness audit committee firms leverage performance ghg emissions econjournals rights,0,146
carbon dioxide co2 atmosphere result processes presence co2 atmosphere agroforestry agroindustry coffee study co2 cycle agroforestry agroindustry gayo arabica coffee coffea arabica co2 ha1 coffee plantation co2 cycle movement co2 agroforestry agroindustry coffee co2 cycle model co2 co2 emission co2 reduction co2 sequestration co2 ha1 coffee plantation co2 ha1 co2 emission co2 ha1 co2 reduction co2 ha1 co2 sequestration co2 ha1 research calculation carbon emissions arabica coffee production system field processing methods analysis calculation carbon emissions co2 cycle sustainability agroforestry agroindustry gayo arabica coffee jordan journal sciences rights volume number rights,0,146
production consumption patterns world countries variables carbon neutrality targets energy changes taxes plan carbon neutrality goal terms carbon emissions co2 haze pollutants greenhouse gases ghg taxation energy changes openness investment fdi aspects account study viability ecology china turkey india russia brazil indonesia mexico driscoll kraay effect ols technique methodofmoment mmq regression technique baseline analysis data span analysis tax structure change energy connection carbon emissions countries haven hypothesis phh findings relation fdi carbon emission trade openness connection carbon emissions taxation energy enhancement structure changes pollution trade openness fdi inflow carbon emission economies results tax rules enterprises transition manufacturing alternatives report tax money research development technology programmes governments sdg7 objectives united nations ltd,0,146
study relationship carbon emission patterns land surface temperature lst changes urbanization semarang metropolitan region area growth areas research methods carbon stocks emissions landsat band landsat lst changes results area change correlation carbon emissions smr temperature carbon emissions pattern temperature dynamics smr study release carbon emissions line lst dynamics case study urbanization smr carbon emission changes vegetation canopy availability activities result government planning smr change risk addition government strategies range changes area surroundings authors licence nature switzerland,0,146
competition indonesia economy manufacturing manufacturing companies transportation costs concern environment increase greenhouse gas emissions increase nox particulate pollutants emissions transportation activities climate change damage air quality health areas time movement containers air pollution co2emissions impact development study carbon emissions logistics transportation chain manufacturing industry method step approach method problem improvements analysis causes problem improvements focus group discussion fgd expert judgment source data field observations fgd company research carbon emissions impact company profits decrease improvements transportation routes ratio carbon emissions increase efficiency year rights,0,146
issues today problem warming climate change warming climate change phenomena concentrations greenhouse gases atmosphere activities result development activities success development activities increase value output form income purpose study effect development product grdp population density quality provinces indonesia period data study grdp sector mining processing industry transportation population density quality index iklh study panel data estimation research results effects method method variables research grdp mining sector relationship quality indonesia grdp variable transportation sector quality environment indonesia variables grdp sector grdp transportation sector population density effect quality environment indonesia american institute physics inc rights,0,146
extraction minerals technologies impacts development goals life cycle sustainability assessment sustainability impacts products services frameworks assessment green minerals extraction framework linkages process methods data proof concept performance localcommunity level sdg impacts nickel mining project indonesia media sources stakeholders data expert opinion encompasses goals subset targets indicators study need peoples perspectives sdg assessments points priority areas life cycle sustainability sdg outcomes corruption heritage greenhouse gas emissions framework responsibility activities consumer choices lowcarbon technologies society ecology,0,146
purpose takakura method tcm method materials indonesia countries study progress tcm tonneday waste input centre bandung city indonesia study impacts performance data tcm method combination life cycle assessment costbenefit analysis greenhouse gas ghg emissions value npv waste treatment scenarios tonne food impacts system boundaries compost use emission factors windrow results ghg emissions co2eqt npv indonesian rupiahs idr 518790tonne option options ghg emissions co2eqt incineration npv idr818373tonne conclusion home composting option application combination centre centre subdistrict case bandung city islamic azad university rights,0,146
greenhouse gas carbon emissions operations industries causes warming sustainability reporting section report company activities carbon emission business indonesia extent carbon emission disclosures objective study effect audit committee characteristics performance age carbon emissions reporting companies indonesia audit committee characteristics number audit committee members number audit committee meetings altman financial distress model performance checklist carbon disclosure project cdp greenhouse gas emissions study companies industry indonesia stock exchange results regression analysis number audit committee meetings greenhouse gas emissions result audit committee company meetings companys carbon emission report sustainability study insight regulation capital market authority agency factors companies carbon emission licence iop publishing ltd,0,146
indonesia mangrove forests world area mangrove forests benefits community ecosystem service forests loss activities research results role mangroves context climate change greenhouse gas emissions diversity terpenoids salinity defense term metabarcoding dna indicator mangrove ecosystems work framework environmental dna metabarcoding applications information mangrove ecosystems method mangrove forest diversity function services beings application conservation activities species diversity mangrove ecosystem term time effort despite importance biodiversity information dna metabarcoding dreamliketool species diversity data mangrove ecosystem licence iop publishing ltd,0,146
indonesian vehicle market development adoption level acceleration adoption policies regulations governments commitment greenhouse gases ghg emissions market barriers policies outcomes results emission reduction multiactor perspectives interests market nature system systems view paper market structure challenges government policies adoption strategies indonesias development approach system dynamics model reinforcing loops aspects adoption vehicle technology infrastructure development buying firsttime consumers result infrastructure development utility factors willingness innovation education aspects role adoption rate acm,0,146
transportation sector fuel consumers contributors organization greenhouse gas ghg emissions transportation growth trade logistics distribution routes approach ghg emissions study logistics concept logistics distribution petroleum productsgasoline kerosene dieselin eastern indonesia supply sources refineries balikpapan approach green logistics concept optimization software logistics system multidepot multiproduct fleet optimization logistics route products types fleets transportation cost ghg emissions speed addition study effect speed cost co2 emissions speed case distribution routes cost scenario utilization transit terminals emissions scenario distribution centers route decision optimization scenario combination optimization cost reduction ghg emission reduction values comparison speed speed speed emissions changes cost authors,0,146
national institute science materials nature greenhouse gas emissions carbon dioxide sulfur dioxide nitrogen gasses construction environment construction materials bamboo constructions way earthquake case damage ogb strand board green building solution use bamboo building construction tests test properties bamboo phenolformaldehyde contents results differences content value density moisture content water absorption thickness bonding ogb solution construction indonesia licence iop publishing ltd,0,146
use plastic production process disposal lot greenhouse gas emissions atmosphere climate waste sea plastic fish ocean indonesia country production plastic debris world china misleading waste management land plastic debris marine ecosystem sea reduction debris involvement government producers community research research materials study implementation policies action plans debris result baseline marine debris policy tonnesyear acceleration efforts government producers community debris licence iop publishing ltd,0,146
study concept agriculture implementation indonesia potential sba bioenergy production gas ghg emission results study sba system resources biomass waste welfare community ecosystem harmony principles reuse recycle croplivestock integration system clis component sba implementation sba indonesia target potential development sba country production bioenergy production biogas system impact climate change ghg emission licence iop publishing ltd,0,146
warming climate change issues decades factors issues footprint activities phenomena energy consumption sectors food supply livestock industry transportation earth surface temperature level climate change studies warming climate change integration issues science learning effort student awareness literacy rational article studies warming climate change topics science context biology activities ruminants impacts reaction greenhouse gases warming physics temperature heat climate study activities greenhouse gases fermentation process indonesias science learning ruminant issues indonesia country farmhouse area addition students problems decisions issues article warming climate change topics terms activities mitigation strategies ghg livestock sector suggestion development goals licence iop publishing ltd,0,146
mangroves ecosystems rates deforestation world indonesia mangrove cover world mangroves 1980s expansion aquaculture development shrimp price crisis loss emits greenhouse gas atmosphere warming study extent mangrove deforestation indonesia greenhouse gas emissions mangrove deforestation decade land cover maps indonesian ministry environment forestry mangrove areas activity data emission factor mangrove deforestation ha1yr1 metaanalysis mangrove studies indonesia result mangrove loss period area analysis drivers mangrove deforestation conversion mangroves areas aquaculture agriculture practices deforestation mtonco2e atmosphere years mangrove loss greenhouse gases atmosphere biodiversity halting mangrove deforestation mangrove forests cost measure co2 emissions mitigate climate change licence iop publishing ltd,0,146
battery vehicles vehicles hevs greenhouse gas ghg emissions impacts ghg emissions lithium ion battery lib production vehicle recycling life cycle demands nickel cobalt lithium manganese materials batteries areas mining activity impact water use mining areas issue unknowns demand metals vehicle lib japan structure life cycle impact cradletogate ghg emissions batteries water consumption japans supplier countries metals potential reduction rate recycling ghg emissions water consumption countries indonesia closedloop cycle springer japan nature,0,146
transparency framework paris agreement extent capacities countries greenhouse gas ghg inventories study capacities level process changes environments end case indonesia country task ghg inventory experts ministry environment forestry paper probes lenses model issue diagnosis framework implementation analysis data observation interviews document reviews approaches importance clarity consistency policy decisions study role capacity development factors impacts implementation ghg inventory indonesia frameworks contexts countries model issue diagnosis aspect issue interpretations decisionmakers participants urgency feasibility framework implementation analysis assists conditions policy implementation results governments donor agencies priority areas intervention aess,0,146
coffee production source income indonesia century study energy balances impact robusta arabica coffee production measures efficiency robusta arabica life cycle assessment lca method impacts processing ground coffee forms greenhouse gas ghg emissions acidification water pollution waste disposal ghg emissions arabica coffee processing co2eq year1 robusta co2eq year1 acidification potential arabica coffee processing no2eq year1 so2eq year1 coffee potential acidification no2eq year1 so2eq ghg unit weight arabica robusta ground coffee processing co2eq kg1 robusta co2eq kg1 measures gasoline biofuel waste chemical processing wastes coffee production brickquetess biopellets energy engineeringall rights,0,146
paper results study ghg emissions inventory cities indonesia jakarta case study inventory ghg emissions inventory emissions approach emissions scopes scope emissions scope emissions ghg emission level scope ipcc tier12 scope emissions factor emission factor jamali inventory ghg emissions profile jakarta ghg emissions scope fuels combustion transport industry sectors fuels combustion power generations jakarta waste treatment activity ghg emission scope use electricity jamaligrid boundary jakarta addition study estimates pollutants air quality licence iop publishing ltd,0,146
land reclamation fill areas tropics seagrass ecosystems zones land housing development greenhouse gas ghg emissions stages process instance fuel equipment source ghg emissions carbon stock losses disturbance extraction fill marine ecosystems article sources ghg emissions assess time carbon loss mangrove ecosystems land reclamation activities end case study largescale reclamation project jakarta bay indonesia extent mangroves project land satellite imagery period start reclamation activities carbon areas field measurements stocks biomass soil carbon mangroves study area serang sand mining deposition site ha1 ha1 carbon stocks serang consequence sand mining mangroves serang angke nearsurface soil carbon soc content serang angke results carbon stocks sites form soc sort information carbon stocks sites land reclamation activities development planners opportunities ghg emissions carbon losses land reclamation case study area dredging depth mangrove areas,0,146
increase co2 emission atmosphere threats things ecosystem economy household consumption patterns emissions impact indonesias household load transition lowcarbon ghg emissions climate change study relationship household expenditure categories emission family life data largescale survey indonesia carbon footprint level indonesia household consumption practices results energy houses electricity kerosene household appliances carbon footprint generators results emission areas areas correlation analysis factors number household members income correlation emission areas income regions findings solutions targets society licence iop publishing ltd,0,146
study indonesia copenhagen accord attempt greenhouse gas emissions indonesia set policies government policy documents action plan greenhouse gas conditions provinces indonesia action plan greenhouse gas attempt factors blocks process greenhouse gas reduction province south sulawesi licence iop publishing ltd,0,146
green house gas ghg emission commitment indonesia paris agreement indonesia government energy fossil energy resources governments commitments government acceleration programs vehicles evs emissions atmosphere study version theory behavior impacts beliefs adoption intention evs equation sem method acceptance level indonesia limitations research study acceptance level phev battery car study situation pandemic covid19 psychology respondents questionnaire survey december february people total survey responses results concern enc effect adoption intention evs behavior control pbcas mediator indonesia pbc factor influences factor path coefficient0739 result penetration evs indonesia pbc factors performance ease use battery lifespan time maintenance infrastructure availability etc usefulness rule privilege bus lane incentives variables attitude norm sun norm pmn effect evs adoption intention adin limitations study study condition condition study twowheelers market study portion questionnaire respondents evs study data analysis study government intervention policies industries market planning study studies simulation forecasting acm,0,146
indonesia countries world greenhouse gases ghg atmosphere climate change impacts public indonesia climate change issue country education roles policies ghg indonesia climate change awareness people students schools study school students perceptions climate change insights curriculum climate change study strategies government changes education climate change study schools samboja district kutai kartanegara regency east kalimantan province indonesia data collection february march data questionnaires 2nd grade students schools total students study results majority students study climate change answer students climate change furthermore students causes climate change conclusion climate change issues science curriculum government policies education sectors climate change licence iop publishing ltd,0,146
co2 emissions climate change policies countries world impact assessment studies regions co2 emissions nonco2 greenhouse gas emissions climate change policies results impacts climate change policy model gtapepowers impact carbon tax us15 world regions co2 emissions case emissions tax impacts carbon tax emissions carbon tax impacts tax co2 nonco2 greenhouse gas emissions carbon tax results deviations impacts inclusion emissions countries comparison nations iran instance reduction gdp percentage points emissions impact deviations costs economies sectors tax rates countries contraction rates economies nations iran kazakhstan south africa china india russia mexico indonesia reductions gdp carbon tax reductions australia united states nations emission costs economy size nations countries china united states india russia abatement costs nations emission levels input substitution possibilities impacts climate change policies studies emissions models,0,146
indonesia problem waste msw whilst option landfilling msw issue leachate landfill gas emissions leachate materials landfill gas co2 ch4 greenhouse leachate landfill gas emissions factors condition research effect recirculation leachate production landfill gas emissions landfill climate region experiment landfill simulator reactors density polyethylene hdpe pipe sample blang bintang landfill landfill msw banda aceh municipality aceh besar district lsrs difference operation mode lsr recirculation water landfill method lsr recirculation landfill bioreactor landfill mode results study recirculation affects rate waste degradation landfill gas production ch4 concentration landfill gas emission lsrs difference rainfall tropics region results potential landfill climate region energy bioreactor landfills iop ltd,0,146
diversity contribution greenhouse gases atmosphere trees functioning biosphere carbon cycle tree photosynthesis crop photosynthesis research co2 characteristics lowland trees cibinong science garden cscbg indonesia revegetation co2 absorption conductance transpiration gas photosynthesis system chlorophyll content spad chlorophyllmeter co2 absorption rate μmol rate teijsmanniodendron bogoriense tectona grandis μmol rate transpiration μmol μmol diospyros discolor grandis μmol co2 absorption rate transpiration conductance contrast co2 absorption chlorophyll content conductance μmol grandis erythrina cristagalli μmol chlorophyll content spad licence iop publishing ltd,0,146
warming issue time phenomenon increase concentration greenhouse gases ghgs climate change impact aspects life development sector sector problems sustainability production food crops rice fields source oxide n2o gas warming impact climate change effort mitigation adaptation strategies government indonesia steps losses mitigation adaptation programs mitigation measures sector activities development lowemission rice fertilizer use nitrogen source development rice cultivation technology development agriculture energy development development irrigation technology adaptation measures program adjustment time cropping patterns use varieties drought submergence salinity rain harvesting technology development irrigation technology paper attempt position sector climate change emitter sink sectors climate change licence iop publishing ltd,0,146
warming climate change reason islands areas earth territory islands metres surface sea sea levels climate change situation islands indonesia danger islands basepoints baselines consequences indonesia paris climate agreement states instrument warming emission greenhouse gases indonesia paris climate agreement interest phenomenon sea level impact islands yijun institute law rights,0,146
countries capabilities greenhouse gas ghg inventory transparency framework paris agreement countries cases indonesia vietnam thailand study designs ghg inventories terms points coordination line ministries activity data difference calculations ghg inventories framework hood choice performance contracts employment study variations countries differences factors number service providers number ghg inventory experts roster united nations level uncertainty task share agriculture forestry land use sector ghg inventory development research base improvement ghg inventories finding implications assistance capacity development cooperation countries categories ghg inventories research activities experts researchers witpress rights,0,146
background contributions ndcs goals paris agreement health cobenefits process ndc commitments goal health focus ndcs opportunity ambition health cobenefits scenarios health cobenefits ndcs year countries brazil china germany india indonesia nigeria south africa usa contribution greenhouse gas emissions influence methods energy food agriculture transport sectors mortality risk factors air pollution diet activity health cobenefits ndcs policies pathways scenario countries world health cobenefits scenarios goal paris agreement development goals pathways scenario line pathways scenario health focus policies health climate policies scenario findings pathways pathways scenario reduction air deaths deaths deaths inactivity countries health climate policies scenario reduction deaths air pollution deaths diet deaths inactivity benefits mitigation greenhouse gas emissions actions exposure pollutants diets activity interpretation consideration health ndcs climate change mitigation policies potential health benefits commitment range contexts work grant wellcome trust award number engineering sciences research council grant grant number epr0352881 authors ltd access article license,0,146
agriculture manufacturing sectors backbones economy reason research effects sectors carbon emissions subject work urbanization research kuznets curve ekc indonesia results study hypothesis indonesia turning point usdcapita research results variables escalation greenhouse gas emissions indonesia causality relationship emissions growth emissions sector emissions manufacturing sector growth sector growth causality emissions urbanization growth urbanization impact damage activities agriculture manufacturing urbanization sectors government waterefficient rice cultivation use energy authors,0,146
government indonesia greenhouse gas mitigation goals contribution water pollution water management policies set technologies goals installation application technologies knowledge governance implementation policies cooperation sectors levels stakeholders paper governance enforcement capacity coordination multiactor networksinto analysis impacts greenhouse gases oxygen demand wastewater treatment scenarios fish processing industry indonesia analysis increase ch4 co2 emissions scenario growth production volumes scenarios capacities water policies greenhouse gas emissions times businessasusual growth ch4 emissions handling landfilling sludge co2 electricity wastewater treatment scenarios cooperation sectors levels stakeholders climate water goals oxygen demand ch4 emissions businessasusual water policy scenarios authors,0,146
response food crisis threat covid19 government food supply enhancement program food estate programs implementation indonesian ministry environment forestry permenlhk legalization forest land utilization forest land food estate program study conflict norms utilization forest indonesias food estate program method research instruments principles indonesia findings legalization utilization forests food estate projects permenlhk certainty norms regulations connection climate legalization forests food estate program opportunities deforestation degradation function forests forestry sector contributors greenhouse gas ghg emissions indonesia deforestation land degradation root problem implication food estate action realization indonesias commitment ghg emissions forestry sector mitigation scenario mitigation scenario licence iop publishing ltd,0,146
