Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abstract,Author Keywords,Index Keywords,Publisher,Language of Original Document,Document Type,Publication Stage,Open Access,Source,,,,,,,,,,,
De Marsico M.; Gadia D.; Maggiorini D.; Mariani I.; Ripamonti L.A.,"De Marsico, Maria (6508106114); Gadia, Davide (8638291800); Maggiorini, Dario (6508104868); Mariani, Ilaria (57003760400); Ripamonti, Laura Anna (6603032354)",6508106114; 8638291800; 6508104868; 57003760400; 6603032354,Presenting Ghitaly19 - 3rd workshop on games-human interaction,2019,ACM International Conference Proceeding Series,,,a24,,,,0,10.1145/3351995.3352057,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076703565&doi=10.1145%2f3351995.3352057&partnerID=40&md5=8b14d135d310e8564e9739a703d40f8d,"This short paper introduces the contributions accepted for the 3rd Workshop on Games-Human Interaction - GHItaly19, held in connection with CHItaly 2019. Since its first edition, this series of workshops aims at focusing on every aspect of the multidisciplinary process of design and development of game interfaces. The quality of the resulting User eXperience is a highly relevant goal to achieve, in order to engage and satisfy the target users, especially when multidimensional artifacts such as video games are concerned. An important consideration concerns the multifaceted range of applications of video games, that has long overcome the borders of amusement. © 2019 Association for Computing Machinery.",Adaptation; Affective computing; Brain Computer Interface; Game design; Gamification; HCI; Information visualization; Interaction Design; Machine Learning; Player experience; Procedural Content Generation; Social interaction; Storytelling; Usability,Brain computer interface; Gamification; Human computer interaction; Information systems; Learning systems; User experience; User interfaces; Adaptation; Affective Computing; Game design; Information visualization; Interaction design; Player experience; Procedural content generations; Social interactions; Storytelling; Usability; Computer games,Association for Computing Machinery,English,Conference paper,Final,,Scopus,,,,,,,,,,,
Škola F.; Tinková S.; Liarokapis F.,"Škola, Filip (57189368470); Tinková, Simona (57211272110); Liarokapis, Fotis (7801416785)",57189368470; 57211272110; 7801416785,Progressive Training for Motor Imagery Brain-Computer Interfaces Using Gamification and Virtual Reality Embodiment,2019,Frontiers in Human Neuroscience,13,,329,,,,42,10.3389/fnhum.2019.00329,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073189702&doi=10.3389%2ffnhum.2019.00329&partnerID=40&md5=198ef3d60bdba1661c0d64955bfcdb1e,"This paper presents a gamified motor imagery brain-computer interface (MI-BCI) training in immersive virtual reality. The aim of the proposed training method is to increase engagement, attention, and motivation in co-adaptive event-driven MI-BCI training. This was achieved using gamification, progressive increase of the training pace, and virtual reality design reinforcing body ownership transfer (embodiment) into the avatar. From the 20 healthy participants performing 6 runs of 2-class MI-BCI training (left/right hand), 19 were trained for a basic level of MI-BCI operation, with average peak accuracy in the session = 75.84%. This confirms the proposed training method succeeded in improvement of the MI-BCI skills; moreover, participants were leaving the session in high positive affect. Although the performance was not directly correlated to the degree of embodiment, subjective magnitude of the body ownership transfer illusion correlated with the ability to modulate the sensorimotor rhythm. © Copyright © 2019 Škola, Tinková and Liarokapis.",body ownership transfer; brain-computer interface; embodiment; gamification; motor imagery,accuracy; adaptation; adult; affect; Article; attention; body ownership transfer; brain computer interface; classification; clinical article; controlled study; electroencephalography; evidence based medicine; fatigue; female; gamified motor imagery brain computer interface; hand movement; human; illusion; machine learning; male; mathematical analysis; modulation transfer function; motivation; motor cortex; neuromodulation; online system; proprioceptive feedback; questionnaire; rating scale; robotics; self concept; sense of agency; sense of ownership; sensorimotor function; sensory evoked potential; sex difference; skill; tactile feedback; tactile stimulation; task performance; vibration; virtual reality; virtual reality embodiment; visual feedback,Frontiers Media S.A.,English,Article,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,,,,,,,,,,,
Scaffidi M.A.; Khan R.; Walsh C.M.; Pearl M.; Winger K.; Kalaichandran R.; Lin P.; Grover S.C.,"Scaffidi, Michael A. (56652134800); Khan, Rishad (55760572400); Walsh, Catharine M. (14032361500); Pearl, Matthew (57207039190); Winger, Kathleen (58353110700); Kalaichandran, Ruben (57202132789); Lin, Peter (57209280921); Grover, Samir C. (37080920800)",56652134800; 55760572400; 14032361500; 57207039190; 58353110700; 57202132789; 57209280921; 37080920800,Protocol for a randomised trial evaluating the effect of applying gamification to simulation-based endoscopy training,2019,BMJ Open,9,2,e024134,,,,4,10.1136/bmjopen-2018-024134,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062174277&doi=10.1136%2fbmjopen-2018-024134&partnerID=40&md5=f82582a69c0c87a9800bc19bbdaae671,"Background Simulation-based training (SBT) provides a safe environment and effective means to enhance skills development. Simulation-based curricula have been developed for a number of procedures, including gastrointestinal endoscopy. Gamification, which is the application of game-design principles to non-game contexts, is an instructional strategy with potential to enhance learning. No studies have investigated the effects of a comprehensive gamification curriculum on the acquisition of endoscopic skills among novice endoscopists. Methods and analysis Thirty-six novice endoscopists will be randomised to one of two endoscopy SBT curricula: (1) the Conventional Curriculum Group, in which participants will receive 6 hours of one-on-one simulation training augmented with expert feedback and interlaced with 4 hours of small group teaching on the theory of colonoscopy or (2) the Gamified Curriculum Group, in which participants will receive the same curriculum with integration of the following game-design elements: A leaderboard summarising participants' performance, game narrative, achievement badges and rewards for top performance. In line with a progressive learning approach, simulation training for participants will progress from low to high complexity simulators, starting with a bench-top model and then moving to the EndoVR virtual reality simulator. Performance will be assessed at three points: Pretraining, immediately post-training and 4-6 weeks after training. Assessments will take place on the simulator at all three time points and transfer of skills will be assessed during two clinical colonoscopies 4-6 weeks post-training. Mixed factorial ANOVAs will be used to determine if there is a performance difference between the two groups during simulated and clinical assessments. Ethics and dissemination Ethical approval was obtained at St. Michael's Hospital. Results of this trial will be submitted for presentation at academic meetings and for publication in a peer-reviewed journal. Trial registration number NCT03176251. © Author(s) (or their employer(s)) 2019. Re-use permitted under CC BY-NC.",endoscopy; simulation,"Curriculum; Educational Measurement; Endoscopy, Gastrointestinal; Humans; Simulation Training; Surveys and Questionnaires; User-Computer Interface; Video Games; Article; clinical assessment; clinical effectiveness; clinical evaluation; clinical protocol; colonoscopy; computer aided design; controlled study; curriculum; endoscopist; endoscopy; human; machine learning; medical education; randomized controlled trial; simulation training; single blind procedure; tactile feedback; computer interface; education; gastrointestinal endoscopy; procedures; questionnaire; simulation training; video game",BMJ Publishing Group,English,Article,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,,,,,,,,,,,
Murphy B.; Aleni A.; Belaoucha B.; Dyer J.; Nolan H.,"Murphy, Brian (35567044300); Aleni, Andrea (57196357992); Belaoucha, Brahim (57188861718); Dyer, John (57203394926); Nolan, Hugh (35111737700)",35567044300; 57196357992; 57188861718; 57203394926; 35111737700,Quantifying cognitive aging and performance with at-home gamified mobile EEG,2018,"2018 International Workshop on Pattern Recognition in Neuroimaging, PRNI 2018",,,8423954,,,,5,10.1109/PRNI.2018.8423954,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051487058&doi=10.1109%2fPRNI.2018.8423954&partnerID=40&md5=673d2c8a1e3c0cc11c219f8e38f75c2d,"Cognitive and clinical neuroscience often rely on small datasets, gathered from restricted populations in lab settings only. Dry-sensor EEG is a technology that can be made affordable and easy to use. When combined with gamification of experimental tasks, this could provide a new way to gather data on a large scale. Signal quality is a challenge, but the ease of gathering repeated samples can compensate for this. In this paper we present a new system that uses a novel wearable EEG headset, a tablet-based suite of cognitive games, and a cloud-based data analysis system. A large 12-week at-home feasibility study is described, yielding high adherence and user acceptability, even among older users. Data from that trial replicates well-established EEG and behavioural patterns from the cognitive neuroscience literature. Some initial machine learning analyses show that user age and cognitive performance level can be discriminated from single daily sessions, with much higher classification performance when aggregating over multiple days. © 2018 IEEE.",at-home studies; cognitive health; gamification; machine learning; wireless dry EEG,Artificial intelligence; Learning systems; Neuroimaging; Neurology; Wearable technology; at-home studies; Classification performance; Clinical neuroscience; Cognitive neurosciences; Cognitive performance; Data analysis system; Feasibility studies; Gamification; Pattern recognition,Institute of Electrical and Electronics Engineers Inc.,English,Conference paper,Final,,Scopus,YES,,tidak dijelaskan,,,,,,,,
Sevastjanova R.; Jentner W.; Sperrle F.; Kehlbeck R.; Bernard J.; El-Assady M.,"Sevastjanova, Rita (57194785441); Jentner, Wolfgang (6506170717); Sperrle, Fabian (57195552567); Kehlbeck, Rebecca (57212027709); Bernard, Jürgen (26530720800); El-Assady, Mennatallah (57190300096)",57194785441; 6506170717; 57195552567; 57212027709; 26530720800; 57190300096,QuestionComb: A Gamification Approach for the Visual Explanation of Linguistic Phenomena through Interactive Labeling,2021,ACM Transactions on Interactive Intelligent Systems,11,4-Mar,19,,,,5,10.1145/3429448,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134012452&doi=10.1145%2f3429448&partnerID=40&md5=ac7919b09c57b1318d0433a707730b75,"Linguistic insight in the form of high-level relationships and rules in text builds the basis of our understanding of language. However, the data-driven generation of such structures often lacks labeled resources that can be used as training data for supervised machine learning. The creation of such ground-truth data is a time-consuming process that often requires domain expertise to resolve text ambiguities and characterize linguistic phenomena. Furthermore, the creation and refinement of machine learning models is often challenging for linguists as the models are often complex, in-transparent, and difficult to understand. To tackle these challenges, we present a visual analytics technique for interactive data labeling that applies concepts from gamification and explainable Artificial Intelligence (XAI) to support complex classification tasks. The visual-interactive labeling interface promotes the creation of effective training data. Visual explanations of learned rules unveil the decisions of the machine learning model and support iterative and interactive optimization. The gamification-inspired design guides the user through the labeling process and provides feedback on the model performance. As an instance of the proposed technique, we present QuestionComb, a workspace tailored to the task of question classification (i.e., in information-seeking vs. non-information-seeking questions). Our evaluation studies confirm that gamification concepts are beneficial to engage users through continuous feedback, offering an effective visual analytics technique when combined with active learning and XAI.  © 2021 Copyright held by the owner/author(s). Publication rights licensed to ACM.",active learning; explainable artificial intelligence; gamification; Visual interactive labeling,Classification (of information); High level languages; Information use; Supervised learning; Visualization; Active Learning; Analytic technique; Explainable artificial intelligence; Gamification; Interactive labeling; Linguistic phenomena; Machine learning models; Training data; Visual analytics; Visual interactive labeling; Iterative methods,Association for Computing Machinery,English,Article,Final,All Open Access; Green Open Access,Scopus,,,,,,,,,,,
Vijayalakshmi A.; Hota C.,"Vijayalakshmi, A. (57210147988); Hota, Chittaranjan (22333968700)",57210147988; 22333968700,Reputation-Based Reinforcement Algorithm for Motivation in Crowdsourcing Platform,2020,Advances in Intelligent Systems and Computing,988,,,175,186,11,1,10.1007/978-981-13-8222-2_15,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069718181&doi=10.1007%2f978-981-13-8222-2_15&partnerID=40&md5=a394e97811cb3fa6e7b981a02e542752,"Crowdsourcing is a well-known model for solving tasks in several organizations in the recent times. While building, the crowdsourcing platform is simple, and its success depends on the amount of individuals taking part in it. We propose a brand new gamification methodology to draw folks to participate within the crowdsourcing platform. Reinforcement algorithm is employed in this gamification method to motivate the people. This reinforcement algorithm can direct a user to participate in some actions that yield maximum reward in a crowdsourcing platform. This gamification technique motivates user to participate in various activities in the crowdsourcing platform. The proposed algorithm is applied on a social media application that has been implemented for faculties to share their research and tutorial experience. We proved that participation of faculties in crowdsourcing platform improved after applying this gamification method. © Springer Nature Singapore Pte Ltd. 2020.",Crowdsourcing; Deep learning; Machine learning algorithm; Motivation; Social media,Deep learning; Learning algorithms; Learning systems; Machine learning; Motivation; Reinforcement; Social networking (online); Crowdsourcing platforms; Gamification; Reinforcement algorithms; Social media; Crowdsourcing,Springer Verlag,English,Conference paper,Final,,Scopus,,,,,,,,,,,
Godfrey R.; Rimmer M.; Headleand C.; Fox C.,"Godfrey, Reece (58288614400); Rimmer, Matthew (58288339900); Headleand, Chris (55826233100); Fox, Charles (14041414100)",58288614400; 58288339900; 55826233100; 14041414100,RhythmTrain: making rhythmic sight reading training fun,2022,"International Computer Music Conference, ICMC Proceedings",2022-July,,,102,105,3,0,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160210950&partnerID=40&md5=d7cb48e275de56821c24b28ead09b64e,"Rhythmic sight-reading forms a barrier to many musicians’ progress. It is difficult to practice in isolation, as it is hard to get feedback on accuracy. Different performers have different starting skills in different styles so it is hard to create a general curriculum for study. It can be boring to rehearse the same rhythms many times. We examine theories of motivation, engagement, and fun, and draw them together to design a novel training system, RhythmTrain. This includes consideration of dynamic difficultly, gamification and juicy design. The system uses machine learning to learn individual performers’ strengths, weaknesses, and interests, and optimises the selection of rhythms presented to maximise their engagement. An open source implementation is released as part of this publication. © 2021 Reece Godfrey Matthew Rimmer Chris Headle- and Charles Fox.",,ARE boring; Gamification; Learning to learn; Machine-learning; Open source implementation; System use; Training Systems; Music,International Computer Music Association,English,Conference paper,Final,,Scopus,,,,,,,,,,,
Draskovic D.; Cvetanovic M.; Nikolic B.,"Draskovic, Drazen (55030229200); Cvetanovic, Milos (46561069300); Nikolic, Bosko (7006055343)",55030229200; 46561069300; 7006055343,SAIL—Software system for learning AI algorithms,2018,Computer Applications in Engineering Education,26,5,,1195,1216,21,5,10.1002/cae.21988,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053854396&doi=10.1002%2fcae.21988&partnerID=40&md5=c9d7b78057fae08fb18373fa445e6757,"Artificial intelligence (AI) comprises a large spectrum of groups of algorithms: heuristic algorithms for search and planning, formal methods for representation of knowledge and reasoning, algorithms for machine learning and many more. Since these algorithms are complex, there is a need for a system which would enable their application both in everyday work and education processes. This paper describes a software system for learning AI algorithms called SAIL (Software System for AI Learning), which can be used both on computers and mobile devices. The paper gives examples of lab exercises and self-study tasks that through graphic representation and detailed procedures help students master this area. Students can enter their examples into the system and obtain correct solutions for those examples. At any point when an example is simulated, a student can proceed to the next step or go back to the previous one, save the current simulation as a file, or print the detailed procedure as a task solution. SAIL helps lecturers go through the syllabus more efficiently and improve class material, while at the same time it helps students get a better grasp of implemented algorithms. SAIL can also benefit software engineers, who can select and simulate an adequate algorithm to solve a specific problem. The results of the SAIL system are verified within the AI introductory course at the School of Electrical Engineering University of Belgrade and they are presented in this paper. © 2018 Wiley Periodicals, Inc.",gamification in education; intelligent systems; knowledge representation and reasoning; mobile learning; search algorithms,Computer software; Formal methods; Heuristic algorithms; Heuristic methods; Intelligent systems; Knowledge representation; Learning systems; Students; Teaching; Current simulation; Education process; Gamification; Graphic representation; Introductory course; Knowledge representation and reasoning; Mobile Learning; Search Algorithms; Learning algorithms,John Wiley and Sons Inc.,English,Article,Final,,Scopus,,,,,,,,,,,
Rauschenberger M.; Baeza-Yates R.; Rello L.,"Rauschenberger, Maria (55480367700); Baeza-Yates, Ricardo (7004433908); Rello, Luz (37040946700)",55480367700; 7004433908; 37040946700,Screening risk of dyslexia through a web-game using language-independent content and machine learning,2020,"Proceedings of the 17th International Web for All Conference, W4A 2020",,,,,,,15,10.1145/3371300.3383342,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086813126&doi=10.1145%2f3371300.3383342&partnerID=40&md5=738a8a4f484d15920b179b3c05078028,"Children with dyslexia are often diagnosed after they fail school even if dyslexia is not related to general intelligence. In this work, we present an approach for universal screening of dyslexia using machine learning models with data gathered from a web-based language-independent game. We designed the game content taking into consideration the analysis of mistakes of people with dyslexia in different languages and other parameters related to dyslexia like auditory perception as well as visual perception. We did a user study with 313 children (116 with dyslexia) and train predictive machine learning models with the collected data. Our method yields an accuracy of 0.74 for German and 0.69 for Spanish as well as a F1-score of 0.75 for German and 0.75 for Spanish, using Random Forests and Extra Trees, respectively. To the best of our knowledge this is the first time that risk of dyslexia is screened using a language-independent content web-based game and machine-learning. Universal screening with language-independent content can be used for the screening of pre-readers who do not have any language skills, facilitating a potential early intervention. © 2020 ACM.",auditory; detection; dyslexia; gamification; language-independent; pre-readers; serious games; universal screening; visual; web-based assessment,Decision trees; Machine learning; Websites; Auditory perception; Early intervention; Game contents; General Intelligence; Language independents; Machine learning models; Mistakes of people; Visual perception; Visual languages,"Association for Computing Machinery, Inc",English,Conference paper,Final,,Scopus,,,,,,,,,,,
Sevastjanova R.; Schafer H.; Bernard J.; Keim D.; El-Assady M.,"Sevastjanova, Rita (57194785441); Schafer, Hanna (56699450200); Bernard, Jurgen (26530720800); Keim, Daniel (34769953100); El-Assady, Mennatallah (57190300096)",57194785441; 56699450200; 26530720800; 34769953100; 57190300096,Shall we play? - Extending the Visual Analytics Design Space through Gameful Design Concepts,2019,"2019 IEEE Workshop on Machine Learning from User Interaction for Visualization and Analytics, MLUI 2019",,,,,,,2,10.1109/MLUI52769.2019.10075563,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122289605&doi=10.1109%2fMLUI52769.2019.10075563&partnerID=40&md5=37b0e3446ec0244a13d3949911a8ec8d,"Many interactive machine learning workflows in the context of visual analytics encompass the stages of exploration, verification, and knowledge communication. Within these stages, users perform various types of actions based on different human needs. In this position paper, we postulate expanding this workflow by introducing gameful design elements. These can increase a user's motivation to take actions, to improve a model's quality, or to exchange insights with others. By combining concepts from visual analytics, human psychology, and gamification, we derive a model for augmenting the visual analytics processes with game mechanics. We argue for automatically learning a parametrization of these game mechanics based on a continuous evaluation of the users' actions and analysis results. To demonstrate our proposed conceptual model, we illustrate how three existing visual analytics techniques could benefit from incorporating tailored game dynamics. Lastly, we discuss open challenges and point out potential implications for future research.  © 2019 IEEE.",Gameful Design; Visual Analytics,Design; Game design; Learning systems; Analytic design; Design concept; Design spaces; Gameful designs; Human needs; Interactive machine learning; Knowledge communication; Position papers; Visual analytics; Work-flows; Visualization,Institute of Electrical and Electronics Engineers Inc.,English,Conference paper,Final,,Scopus,,,,,,,,,,,
Kumar S.A.,"Kumar, S. Anil (57213856656)",57213856656,Significant role of mathematical metamodels in analyzing snaking ladders and laddering snakes in real world data,2021,AIP Conference Proceedings,2336,,40012,,,,0,10.1063/5.0045764,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103728891&doi=10.1063%2f5.0045764&partnerID=40&md5=d8c4c8bb963e9106958fe26d396d0f0d,"Appearances of data need not always demonstrate the real facts in many real-world situations. Immediate outcomes need not exhibit the real nature of ultimate outcomes. Initial assumptions about data models may get proved to be illogical in the long run. In effect, certain rewarding elements can ultimately perform like punishments and even punishing ones may perform the role of rewards. Certain ladders silently perform the role of snakes and vice versa in the context of gaming and gamification models of Snakes and Ladders. The machine learning techniques like Q-Learning are helpful to analyze the ultimate underlying nature of complex data models by collaborating mathematical and statistical techniques. With the help of meta-models from gaming, gamification and real world instances, this study demonstrates the scope for intelligent software system models with self-learning and self-improving capabilities, in discovering the real and ultimate nature of data through repeated explorative learning epochs, which is highly relevant in the context of analyzing complex data models in many real world situations, as in an epidemic situation. Also, this paper points out the significant role of experts and expertise in Mathematics and Statistics to associate with domain experts and technologists in modeling intelligent software solutions. © 2021 American Institute of Physics Inc.. All rights reserved.",Binary classification; Covid statistics; Epidemic data analysis; Intelligent traversal; Meta-models; Q-Learning; Q-Values; Real and ultimate nature of outcomes; Reinforcement learning; Snakes and ladders game; Umbrella carrying problem,,American Institute of Physics Inc.,English,Conference paper,Final,,Scopus,YES,,,,,,,,,,
Anparasanesan T.; Mathangi K.; Kobikanth S.; Seyon S.; Anjalie Gamage M.P.A.W.,"Anparasanesan, T. (57209108242); Mathangi, K. (57209101751); Kobikanth, S. (57209098129); Seyon, S. (57209099116); Anjalie Gamage, M.P.A.W. (57224505057)",57209108242; 57209101751; 57209098129; 57209099116; 57224505057,Smart monitor for tracking child’s brain development,2019,ACM International Conference Proceeding Series,Part F148151,,,68,72,4,1,10.1145/3318396.3318401,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066471179&doi=10.1145%2f3318396.3318401&partnerID=40&md5=79927771d0b610d2e83bd8ea6e5497ed,"This paper provides a way to track the brain development of children and improving it via gamification. Machine Learning and Gamification are the key technologies used here. As the population rises, the demand for cost-effective methods to reduce the rate of cognitive decline becomes higher. A mobile application is developed to track and develop the brain development of children. In the mobile application, the child initially undergoes an evaluation phase to determine the current level of the cognitive skills of the child. Milestones particular to that age category are also tracked in this evaluation phase. The results of this evaluation phase are analyzed by the machine learning model and suitable brain games are suggested. K-means algorithm is used to develop the model which is an unsupervised learning algorithm. The dataset is prepared by storing the results of each game category in the evaluation phase. Data preprocessing is done to clean up the dataset. During this period, data undergoes a series of steps. The dataset is divided into 80% and 20%. 80% of the dataset is used as the training dataset and the remaining 20% as the test dataset. The accuracy of the model is checked several times against the test data. Model accuracy is improved through model training and finally, the model got an accuracy of 88.49%. For the child, proper training is given to improve his cognitive skills and thus the brain development using Gamification. Games are developed using the UNITY game Permission to make digital or hard copies of all or part of this work for personal or classroom use is granted without fee provided that copies are not made or distributed for profit or commercial advantage and that copies bear this notice and the full citation on the first page. Copyrights for components of this work owned by others than ACM must be honored. Abstracting with credit is permitted. To copy otherwise, or republish, to post on servers or to redistribute to lists, requires prior specific permission and/or a fee. engine. The system generates a report and notifies parents about their child’s statistics periodically. This paper elaborates the procedure of model development, model training, model testing and development of suitable brain games in details. The results of the research work and future works are also discussed in the following sections. © 2019 Association for Computing Machinery.",Android application; Children; Clustering; Cognitive skills; Gamification; K-means algorithm; Machine learning,Cost effectiveness; Gamification; K-means clustering; Learning systems; Machine learning; Mobile computing; Population statistics; Statistical tests; Android applications; Children; Clustering; Cognitive skill; Cost-effective methods; Data preprocessing; Machine learning models; Mobile applications; Learning algorithms,Association for Computing Machinery,English,Conference paper,Final,,Scopus,YES,Clustering,"mengkategorikan perkembangan otak anak berdasarka data yang diperoleh, lalu ditentukan tingkat permainan berdasarkan kategori perkembangan otak anak yang didapat",,,,,,,,
Dharmarathne R.S.C.K.; Medagedara K.A.; Madhubashinee N.B.W.N.; Maitipe P.T.; Sriyaratna D.; Abeywardena K.,"Dharmarathne, R.S.C.K. (57835790900); Medagedara, K.A. (57836153600); Madhubashinee, N.B.W.N. (57835671400); Maitipe, P.T. (57835911400); Sriyaratna, Disni (57205440596); Abeywardena, Kavinga (57191334930)",57835790900; 57836153600; 57835671400; 57835911400; 57205440596; 57191334930,STEP UP: Systematically Motivating the Children with Low Psychological Maturity Level and Disabled Children using Gamification and Human Computer Interaction,2022,"2022 IEEE 7th International conference for Convergence in Technology, I2CT 2022",,,,,,,0,10.1109/I2CT54291.2022.9824182,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135602621&doi=10.1109%2fI2CT54291.2022.9824182&partnerID=40&md5=1c4ad84b0db8886c4ffe3976430af7b0,"Children are the future of this world. Therefore, teaching them to have a better future is very important. Also, as the adults we have to motivate them to overcome the obstacles and challenges they face throughout their lifetime. When considering about the children, there are various types of children in our society. As examples there are children with special needs and there are children who are mentally and physically stable. Children with special needs require special attention than the other children. These kinds of children with special needs have various types of development disabilities. They are children with low psychological maturity level, autism, down syndrome, genetic disorders etc. We have proposed a system to motivate these children who are with low psychological maturity level named as 'STEP-UP'. This system is a combination of four individual modules that have the common goal to motivate these kinds of children which were implemented using gamification, Image processing, machine learning and Human Computer Interaction. One individual module is focused on disabled children, and it will motivate those children using gamification. Another two modules are focusing on the children who are with low psychological maturity level. And that will motivate those kinds of children using gamification and HCI based technologies like Virtual Reality. The other module is a protocol to secure the data sent between the system and the database. The common goal of this overall STEP-UP system is to motivate the children with low psychological maturity level and disabled children. © 2022 IEEE.",Attention Deficit Hyperactivity Disorder (ADHD); Augmented Reality; Gamification; Human Computer Interaction; Image Processing; Machine Learning; Virtual Reality,Augmented reality; Diseases; Human computer interaction; Virtual reality; Attention deficit hyperactivity disorder; Disabled children; Down's syndrome; Gamification; Genetic disorders; Images processing; Machine-learning; Maturity levels; Special needs; Machine learning,Institute of Electrical and Electronics Engineers Inc.,English,Conference paper,Final,,Scopus,,,,,,,,,,,
Missaoui S.; Maalel A.,"Missaoui, Siwar (57224213187); Maalel, Ahmed (53866867400)",57224213187; 53866867400,Student’s profile modeling in an adaptive gamified learning environment,2021,Education and Information Technologies,26,5,,6367,6381,14,3,10.1007/s10639-021-10628-7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108597540&doi=10.1007%2fs10639-021-10628-7&partnerID=40&md5=d07679aee5d7ada5f418db9c3486e2aa,"A student’s profile defines the best way a student chooses to learn. It comprises information on student’s characteristics such as background knowledge, learning style preference, goals, personality etc. The foremost challenge that the students experience in learning system is that they are unable to bring back relevant information based on their needs. One of the methods used to obtain the students’ needs is to create a highly efficient student profile, which would represent the true students’ needs. Our contribution consists in modeling a student’s profile based on many important characteristics. In this context, we developed an “SPOnto” ontology to represent a student profile in an adaptive gamified learning system. This ontology will then help the classification of the different types of learners using the machine learning techniques. The present paper epitomizes the implementation of our contribution in a gamified learning environment “Class Quiz” and the assessment of its effectiveness. We created classification models by applying several algorithms and using a dataset encompassing 500 instances. © 2021, The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature.",Adaptive learning; Gamification; Learning system; Machine Learning; Ontology; Student profile,,Springer,English,Article,Final,,Scopus,,,,,,,,,,,
Sousa-Vieira M.; López-Ardao J.; Fernández-Veiga M.; Rodríguez-Rubio R.,"Sousa-Vieira, María E. (6508327276); López-Ardao, Jose C. (6602386665); Fernández-Veiga, Manuel (6602260312); Rodríguez-Rubio, Raúl F. (6506714349)",6508327276; 6602386665; 6602260312; 6506714349,Study of the impact of social learning and gamification methodologies on learning results in higher education,2023,Computer Applications in Engineering Education,31,1,,131,153,22,2,10.1002/cae.22575,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139433191&doi=10.1002%2fcae.22575&partnerID=40&md5=0e714c62e4487ed048d2ea754adb3def,"In this study, as the last step of a longitudinal study of the impact of social learning and gamification methodologies on learning results in higher education, we have recorded the activity in a software platform based on Moodle, specially built for encouraging online participation of the students to design, carry out and evaluate a set of learning tasks and games, during two consecutive editions of an undergraduate course. Our aim is to confirm the relationships between the patterns of accomplishment of the gamified activities and the network structure of the social graphs associated with the online forums with knowledge acquisition and final outcomes. For this purpose, we have offered two learning paths, traditional and novel, to our students. We have identified course variables that quantitatively explain the improvements reported when using the innovative methodologies integrated into the course design, and we have applied techniques from the social network analysis (SNA) and the machine learning/deep learning (ML/DL) domains to conduct success/failure classification methods finding that, generally, very good results are obtained when an ensemble approach is used, that is, when we blend the predictions made by different classifiers. The proposed methodology can be used over reduced datasets and variable time windows for having early estimates that allow pedagogical interventions. Finally, we have applied other statistical tests to our datasets, that confirm the influence of the learning path on learning results. © 2022 The Authors. Computer Applications in Engineering Education published by Wiley Periodicals LLC.",gamification; learning analytics; online social learning environments; success/failure prediction,Computer aided instruction; Curricula; E-learning; Economic and social effects; Learning systems; Social networking (online); Failures prediction; Gamification; High educations; Learning analytic; Learning environments; Learning paths; Longitudinal study; Online social learning environment; Social learning; Success/failure prediction; Students,John Wiley and Sons Inc,English,Article,Final,All Open Access; Green Open Access; Hybrid Gold Open Access,Scopus,,,,,,,,,,,
